64,13973.6283,32919.6336
100,12277.3077,29063.8035
128,13653.6407,26795.8013
200,14238.4152,23080.9211
256,14229.9160,19431.5142
512,14576.2923,23715.7078
600,15078.0640,19922.2498
900,15318.3820,29450.3949
1024,14158.5430,42903.5774
2000,15076.6646,42484.8206
2048,15066.8710,42792.3915
3000,15043.4304,44748.7661
4000,14896.9695,47006.8296
