64,0.208242,0.053629
100,0.907131,0.224863
128,2.476181,0.600728
200,8.288257,2.056365
256,30.308164,6.787695
512,308.656152,60.197373
600,245.453079,61.439419
900,972.699614,216.983489
1024,4909.051233,1139.636721
2000,13131.193953,3436.803151
2048,56996.912136,11209.132914
3000,44423.054968,11729.547228
4000,125124.279698,33004.207951
