64,0.0075,0
100,0,0
128,0,0
200,0,0
256,0,0
512,0,0
600,0,0
900,0.0092,0.0076
1024,0.0073,0
2000,0.0379,0.0095
2048,0.0334,0.0106
3000,0.0770,0.0310
4000,0.1859,0.0784
