64,0.002741,0.001262
100,0.006727,0.003133
128,0.012108,0.004784
200,0.047745,0.012162
256,0.061719,0.021624
512,0.270314,0.093800
600,0.413326,0.173501
900,0.857705,0.396513
1024,1.136068,0.430142
2000,4.371834,1.493998
2048,5.806085,1.790052
3000,9.952343,3.233359
4000,17.190836,5.364148
