64,908.1858,3118.2961
100,530.0919,2217.1576
128,1120.1431,3499.2530
200,5228.6270,7095.5907
256,63845.0463,34449.3180
512,55358.2977,30474.5089
600,14005.2669,10608.5856
900,7766.4449,21666.2194
1024,36534.3999,23859.7942
2000,18319.3798,42406.1231
2048,13612.0496,16756.3910
3000,21239.8668,41994.8211
4000,38301.7889,39122.6175
