64,0,0.0081
100,0.0078,0.0091
128,0.0256,0.0090
200,0.0664,0.0273
256,0.2753,0.0691
512,2.8766,0.6835
600,2.1346,0.6390
900,7.6373,2.3102
1024,27.0404,5.8256
2000,115.4783,34.3860
2048,405.0027,80.6559
3000,384.2180,114.8114
4000,1112.4290,309.4828
