64,2467.0518,8602.2813,0,0
100,2194.8650,8582.7546,0,0
128,1745.2856,7438.5555,0,0
200,1940.4414,7719.3871,0,0
256,1126.9235,4936.5731,0,0
512,900.2921,4495.4733,0,0
600,1833.6762,6953.3698,0,0
900,1539.3326,5728.8194,0,0
1024,694.8669,3076.8349,0,0
2000,1220.5867,4672.6857,0,0
2048,309.9193,1536.5263,0,0
3000,1219.1543,4631.8296,0,0
4000,1023.9287,3820.1326,0,0
