64,0.3327,0.3134
100,0.3271,0.3104
128,0.3394,0.2887
200,0.3238,0.3114
256,0.3111,0.2890
512,0.3062,0.3767
600,0.2992,0.3311
900,0.3021,0.3116
1024,0.3090,0.3316
2000,0.3042,0.3197
2048,0.2974,0.3226
3000,0.2470,0.3278
4000,0.2472,0.3411
